No,Facility Name,Category,Type,Free / Paid,Primary contact,Secandory contact,Email,Provice,District,Nearest Town / City,DS Division / Area,Full Address / Location Detail,Capabilities / Services,Available Hours,Available Doctors / Key Staff,Web site,Other Valuable Points / Notes,HTML code,Submitter Name,Submitter Contact,Submitter e-mail,Agreement
271,Divisional Hospital - Mahawilachchiya,Mental Health,Government Divisional Hospital,Free,025-2223176,,,North Central Province,Anuradhapura,Mahawilachchiya,Mahawilachchiya,"Mahawilachchiya, Anuradhapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,http://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=33&Itemid=193&lang=en; https://hospitalslk.blogspot.com/2011/12/anuradhapura-district.html,,"<tr><td>Divisional Hospital - Mahawilachchiya<div class=""e-mail""></div></td><td>North Central Province</td><td>Anuradhapura</td><td><a href=""tel:025-2223176"" class=""phone-link"">025-2223176</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""http://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=33&Itemid=193&lang=en; https://hospitalslk.blogspot.com/2011/12/anuradhapura-district.html"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
272,Regional Director of Health Services (RDHS) Anuradhapura,Mental Health Coordination,Government Health Administration,Free,025-2222260,,reanuradhapura@gmail.com,North Central Province,Anuradhapura,Anuradhapura,Anuradhapura,"RDHS Office, Kandy Road, Anuradhapura",District mental-health coordination; Mental Health Focal Point; referrals/event coordination,Weekday office hours (confirm),Medical Officer / Mental Health Focal Point,http://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=33&Itemid=193&lang=en,,"<tr><td>Regional Director of Health Services (RDHS) Anuradhapura<div class=""e-mail"">reanuradhapura@gmail.com</div></td><td>North Central Province</td><td>Anuradhapura</td><td><a href=""tel:025-2222260"" class=""phone-link"">025-2222260</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""http://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=33&Itemid=193&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
273,STD Clinic - Teaching Hospital Anuradhapura,STD,Government STD Clinic,Free,025-2236461,025-2222364,stdclinic.anuradhapura@gmail.com,North Central Province,Anuradhapura,Anuradhapura,Anuradhapura,"STD Clinic, Teaching Hospital, Anuradhapura","Confidential STI/HIV testing, diagnosis, treatment, counseling, PrEP/PEP and referral",Mon-Fri 8:00am-4:00pm; Sat 8:00am-12:00pm; confirm locally,Venereology / STD Clinic Team,,http://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=26&itemid=147&lang=en,"<tr><td>STD Clinic - Teaching Hospital Anuradhapura<div class=""e-mail"">stdclinic.anuradhapura@gmail.com</div></td><td>North Central Province</td><td>Anuradhapura</td><td><a href=""tel:025-2236461"" class=""phone-link"">025-2236461</a><div class=""phone-secondary"">025-2222364</div></td><td>Free</td></tr>",,,,
274,Kanola Hospitals - Anuradhapura,Mental Health / Private Channeling,Private Hospital,Paid,025-2030400,071-9925400,info@kanolahospital.lk,North Central Province,Anuradhapura,Anuradhapura,Anuradhapura,"36/3 Town Hall Place, Anuradhapura",Psychiatrist channeling; private medical services; 24/7 emergency,Psychiatry by appointment; emergency contact available,Visiting Psychiatrists,,https://kanolahospital.lk/contact/; https://www.doc.lk/search?hospital=189,"<tr><td>Kanola Hospitals - Anuradhapura<div class=""e-mail"">info@kanolahospital.lk</div></td><td>North Central Province</td><td>Anuradhapura</td><td><a href=""tel:025-2030400"" class=""phone-link"">025-2030400</a><div class=""phone-secondary"">071-9925400</div></td><td>Paid</td></tr>",,,,
275,Durdans Medical Centre - Anuradhapura,Mental Health / Private Channeling,Private Medical Centre,Paid,025-2222648,,,North Central Province,Anuradhapura,Anuradhapura,Anuradhapura,"4, Kada 50, Anuradhapura",Psychiatrist channeling through visiting consultants; private medical/diagnostic services,Call to confirm current psychiatrist schedule,Visiting Psychiatrists,https://www.worldwidephonebooks.com/LK/durdans-medical-centre-anuradhapura-0252-222-648,,"<tr><td>Durdans Medical Centre - Anuradhapura<div class=""e-mail""></div></td><td>North Central Province</td><td>Anuradhapura</td><td><a href=""tel:025-2222648"" class=""phone-link"">025-2222648</a><div class=""phone-secondary""></div></td><td>Paid<div> <a href=""https://www.worldwidephonebooks.com/LK/durdans-medical-centre-anuradhapura-0252-222-648"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
276,District General Hospital - Ampara (Acute Psychiatry Unit),Mental Health,Government District General Hospital,Free,063-2222262,,,Eastern Province,Ampara,Ampara,Ampara,"District General Hospital, Ampara",Acute Psychiatry Unit; Mental Health Clinic; specialist psychiatry; emergency referral,Call ahead to confirm current clinic/consultant hours,Consultant Psychiatry Team,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>District General Hospital - Ampara (Acute Psychiatry Unit)<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2222262"" class=""phone-link"">063-2222262</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
277,Base Hospital - Mahaoya,Mental Health,Government Hospital,Free,063-2244061,,,Eastern Province,Ampara,Mahaoya,Mahaoya,"Mahaoya, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Base Hospital - Mahaoya<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2244061"" class=""phone-link"">063-2244061</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
278,Base Hospital - Dehiattakandiya,Mental Health,Government Hospital,Free,027-2250344,,,Eastern Province,Ampara,Dehiattakandiya,Dehiattakandiya,"Dehiattakandiya, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Base Hospital - Dehiattakandiya<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:027-2250344"" class=""phone-link"">027-2250344</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
279,Divisional Hospital - Wadinagala,Mental Health,Government Hospital,Free,063-3634222,,,Eastern Province,Ampara,Wadinagala,Damana area,"Wadinagala, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Divisional Hospital - Wadinagala<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-3634222"" class=""phone-link"">063-3634222</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
280,Divisional Hospital - Panama,Mental Health,Government Hospital,Free,063-3632638,,,Eastern Province,Ampara,Panama,Lahugala area,"Panama, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Divisional Hospital - Panama<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-3632638"" class=""phone-link"">063-3632638</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
281,Divisional Hospital - Lahugala,Mental Health,Government Hospital,Free,063-2051857,,,Eastern Province,Ampara,Lahugala,Lahugala,"Lahugala, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Divisional Hospital - Lahugala<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2051857"" class=""phone-link"">063-2051857</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
282,Divisional Hospital - Senarathpura,Mental Health,Government Hospital,Free,063-2050007,,,Eastern Province,Ampara,Senarathpura,Uhana area,"Senarathpura, Ampara District",Mental Health Clinic; Medium Stay Unit,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Divisional Hospital - Senarathpura<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2050007"" class=""phone-link"">063-2050007</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
283,Divisional Hospital - Thottama,Mental Health,Government Hospital,Free,063-3634691,,,Eastern Province,Ampara,Thottama,Ampara area,"Thottama, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Divisional Hospital - Thottama<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-3634691"" class=""phone-link"">063-3634691</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
284,Primary Medical Care Unit - Ambagahawella,Mental Health,Government PMCU,Free,,,,Eastern Province,Ampara,Ambagahawella,Ampara District,"Ambagahawella, Ampara District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en,"<tr><td>Primary Medical Care Unit - Ambagahawella<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:"" class=""phone-link""></a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
285,Regional Director of Health Services (RDHS) Ampara,Mental Health Coordination,Government Health Administration,Free,063-2222991,063-2222990,planning@hsampara.ep.gov.lk,Eastern Province,Ampara,Ampara,Ampara,"RDHS Office, Dharmapala Mawatha, Ampara",District mental-health coordination; Mental Health Focal Point; referral/event coordination,Weekday office hours (confirm),Medical Officer / Mental Health Focal Point,,https://mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=32:ampara-district&catid=18&Itemid=192&lang=en; http://www.ampara.dist.gov.lk/index.php/en/hospitals.html,"<tr><td>Regional Director of Health Services (RDHS) Ampara<div class=""e-mail"">planning@hsampara.ep.gov.lk</div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2222991"" class=""phone-link"">063-2222991</a><div class=""phone-secondary"">063-2222990</div></td><td>Free</td></tr>",,,,
286,STD Clinic - District General Hospital Ampara,STD,Government STD Clinic,Free,063-2224239,,stdclinic.ampara@gmail.com,Eastern Province,Ampara,Ampara,Ampara,"STD Clinic, District General Hospital, Ampara","Confidential STI/HIV testing, diagnosis, treatment, counseling and referral",Call clinic to confirm current hours,Venereology / STD Clinic Team,,http://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=25&Itemid=147&lang=en,"<tr><td>STD Clinic - District General Hospital Ampara<div class=""e-mail"">stdclinic.ampara@gmail.com</div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2224239"" class=""phone-link"">063-2224239</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
287,STD Clinic - Kalmunai,STD,Government STD Clinic,Free,067-2223660,,stdclinic.kalmunai@gmail.com,Eastern Province,Ampara,Kalmunai,Kalmunai region,"STD Clinic, Base Hospital, Kalmunai","Confidential STI/HIV testing, diagnosis, treatment, counseling and referral",Call clinic to confirm current hours,STD Clinic Team,,http://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=25&Itemid=147&lang=en,"<tr><td>STD Clinic - Kalmunai<div class=""e-mail"">stdclinic.kalmunai@gmail.com</div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:067-2223660"" class=""phone-link"">067-2223660</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
288,Prabhodha Hospital Pvt Ltd - Ampara,Mental Health / Private Channeling,Private Hospital,Paid,063-2223606,,,Eastern Province,Ampara,Ampara,Ampara,"No. 21, Pandukabaya Mawatha, Ampara 32000",Psychiatrist channeling; private hospital services,Psychiatry by appointment; call for current session,Visiting Psychiatrists,https://www.echannelling.com/doctor-search/D12841-H197,,"<tr><td>Prabhodha Hospital Pvt Ltd - Ampara<div class=""e-mail""></div></td><td>Eastern Province</td><td>Ampara</td><td><a href=""tel:063-2223606"" class=""phone-link"">063-2223606</a><div class=""phone-secondary""></div></td><td>Paid<div> <a href=""https://www.echannelling.com/doctor-search/D12841-H197"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
289,Teaching Hospital - Kegalle (Mental Health Clinic),Mental Health,Government Teaching Hospital,Free,035-2222261,,,Sabaragamuwa Province,Kegalle,Kegalle,Kegalle,"Teaching Hospital, Kegalle",Mental Health Clinic; specialist psychiatry; hospital referral,Call ahead to confirm current clinic/consultant hours,Consultant Psychiatry Team,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=43:kegalle-district&catid=18&Itemid=202&lang=en; http://www.kegalle.dist.gov.lk/index.php/en/aboutus/15-government-service-centers/18-hospitals.html,,"<tr><td>Teaching Hospital - Kegalle (Mental Health Clinic)<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Kegalle</td><td><a href=""tel:035-2222261"" class=""phone-link"">035-2222261</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=43:kegalle-district&catid=18&Itemid=202&lang=en; http://www.kegalle.dist.gov.lk/index.php/en/aboutus/15-government-service-centers/18-hospitals.html"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
290,Base Hospital - Warakapola,Mental Health,Government Hospital,Free,035-2267261,,,Sabaragamuwa Province,Kegalle,Warakapola,Warakapola,"Warakapola, Kegalle District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=43:kegalle-district&catid=18&Itemid=202&lang=en; http://www.kegalle.dist.gov.lk/index.php/en/aboutus/15-government-service-centers/18-hospitals.html,,"<tr><td>Base Hospital - Warakapola<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Kegalle</td><td><a href=""tel:035-2267261"" class=""phone-link"">035-2267261</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=43:kegalle-district&catid=18&Itemid=202&lang=en; http://www.kegalle.dist.gov.lk/index.php/en/aboutus/15-government-service-centers/18-hospitals.html"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
